ResultNumber,ProvinceTerritory,Health Region2007,HealthRegionCode2007,ForwardSortationAreaCodes,TestDurationInDays,AverageRadonConcentrationInBqPerM3,,,,,,
6079,ON,Northwestern Health Unit,3549,P0V,95,14,,,,,,
6080,ON,Northwestern Health Unit,3549,P0V,91,39,,,,,,
6081,ON,Northwestern Health Unit,3549,P0V,91,63,,,,,,
6082,ON,Northwestern Health Unit,3549,P0W,98,14,,,,,,
6083,ON,Northwestern Health Unit,3549,P0W,125,17,,,,,,
6084,ON,Northwestern Health Unit,3549,P0W,91,22,,,,,,
6085,ON,Northwestern Health Unit,3549,P0W,92,30,,,,,,
6086,ON,Northwestern Health Unit,3549,P0W,91,39,,,,,,
6087,ON,Northwestern Health Unit,3549,P0W,91,44,,,,,,
6088,ON,Northwestern Health Unit,3549,P0W,91,82,,,,,,
6089,ON,Northwestern Health Unit,3549,P0W,92,91,,,,,,
6090,ON,Northwestern Health Unit,3549,P0W,91,91,,,,,,
6091,ON,Northwestern Health Unit,3549,P0W,92,109,,,,,,
6092,ON,Northwestern Health Unit,3549,P0W,91,112,,,,,,
6093,ON,Northwestern Health Unit,3549,P0W,90,134,,,,,,
6094,ON,Northwestern Health Unit,3549,P0W,91,143,,,,,,
6095,ON,Northwestern Health Unit,3549,P9A,97,14,,,,,,
6096,ON,Northwestern Health Unit,3549,P9A,92,14,,,,,,
6097,ON,Northwestern Health Unit,3549,P9A,102,14,,,,,,
6098,ON,Northwestern Health Unit,3549,P9A,91,14,,,,,,
6099,ON,Northwestern Health Unit,3549,P9A,100,14,,,,,,
6100,ON,Northwestern Health Unit,3549,P9A,90,14,,,,,,
6101,ON,Northwestern Health Unit,3549,P9A,91,14,,,,,,
6102,ON,Northwestern Health Unit,3549,P9A,93,14,,,,,,
6103,ON,Northwestern Health Unit,3549,P9A,92,14,,,,,,
6104,ON,Northwestern Health Unit,3549,P9A,102,18,,,,,,
6105,ON,Northwestern Health Unit,3549,P9A,92,19,,,,,,
6106,ON,Northwestern Health Unit,3549,P9A,142,19,,,,,,
6107,ON,Northwestern Health Unit,3549,P9A,90,21,,,,,,
6108,ON,Northwestern Health Unit,3549,P9A,92,22,,,,,,
6109,ON,Northwestern Health Unit,3549,P9A,91,23,,,,,,
6110,ON,Northwestern Health Unit,3549,P9A,90,23,,,,,,
6111,ON,Northwestern Health Unit,3549,P9A,90,31,,,,,,
6112,ON,Northwestern Health Unit,3549,P9A,100,32,,,,,,
6113,ON,Northwestern Health Unit,3549,P9A,101,32,,,,,,
6114,ON,Northwestern Health Unit,3549,P9A,91,34,,,,,,
6115,ON,Northwestern Health Unit,3549,P9A,92,37,,,,,,
6116,ON,Northwestern Health Unit,3549,P9A,97,37,,,,,,
6117,ON,Northwestern Health Unit,3549,P9A,92,42,,,,,,
6118,ON,Northwestern Health Unit,3549,P9A,90,42,,,,,,
6119,ON,Northwestern Health Unit,3549,P9A,100,46,,,,,,
6120,ON,Northwestern Health Unit,3549,P9A,94,48,,,,,,
6121,ON,Northwestern Health Unit,3549,P9A,102,60,,,,,,
6122,ON,Northwestern Health Unit,3549,P9A,99,63,,,,,,
6123,ON,Northwestern Health Unit,3549,P9A,92,64,,,,,,
6124,ON,Northwestern Health Unit,3549,P9A,93,81,,,,,,
6125,ON,Northwestern Health Unit,3549,P9A,111,83,,,,,,
6126,ON,Northwestern Health Unit,3549,P9A,91,87,,,,,,
6127,ON,Northwestern Health Unit,3549,P9A,121,91,,,,,,
6128,ON,Northwestern Health Unit,3549,P9A,90,114,,,,,,
6129,ON,Northwestern Health Unit,3549,P9A,99,118,,,,,,
6130,ON,Northwestern Health Unit,3549,P9A,95,129,,,,,,
6131,ON,Northwestern Health Unit,3549,P9A,90,131,,,,,,
6132,ON,Northwestern Health Unit,3549,P9A,93,136,,,,,,
6133,ON,Northwestern Health Unit,3549,P9A,92,145,,,,,,
6134,ON,Northwestern Health Unit,3549,P9A,123,155,,,,,,
6135,ON,Northwestern Health Unit,3549,P9A,95,157,,,,,,
6136,ON,Northwestern Health Unit,3549,P0T,381,93,,,,,,
6137,ON,Northwestern Health Unit,3549,P0T,102,280,,,,,,
6138,ON,Northwestern Health Unit,3549,P0T,102,569,,,,,,
6139,ON,Northwestern Health Unit,3549,P0T,90,713,,,,,,
6140,ON,Northwestern Health Unit,3549,P0X,91,16,,,,,,
6141,ON,Northwestern Health Unit,3549,P0X,92,21,,,,,,
6142,ON,Northwestern Health Unit,3549,P0X,92,23,,,,,,
6143,ON,Northwestern Health Unit,3549,P0X,94,30,,,,,,
6144,ON,Northwestern Health Unit,3549,P0X,91,42,,,,,,
6145,ON,Northwestern Health Unit,3549,P0X,98,49,,,,,,
6146,ON,Northwestern Health Unit,3549,P0X,91,59,,,,,,
6147,ON,Northwestern Health Unit,3549,P0X,101,60,,,,,,
6148,ON,Northwestern Health Unit,3549,P0X,90,79,,,,,,
6149,ON,Northwestern Health Unit,3549,P0X,96,95,,,,,,
6150,ON,Northwestern Health Unit,3549,P0X,97,144,,,,,,
6151,ON,Northwestern Health Unit,3549,P0X,92,155,,,,,,
6152,ON,Northwestern Health Unit,3549,P0X,90,175,,,,,,
6153,ON,Northwestern Health Unit,3549,P0X,107,199,,,,,,
6154,ON,Northwestern Health Unit,3549,P9N,92,14,,,,,,
6155,ON,Northwestern Health Unit,3549,P9N,91,14,,,,,,
6156,ON,Northwestern Health Unit,3549,P9N,90,14,,,,,,
6157,ON,Northwestern Health Unit,3549,P9N,92,14,,,,,,
6158,ON,Northwestern Health Unit,3549,P9N,92,14,,,,,,
6159,ON,Northwestern Health Unit,3549,P9N,91,16,,,,,,
6160,ON,Northwestern Health Unit,3549,P9N,91,17,,,,,,
6161,ON,Northwestern Health Unit,3549,P9N,92,17,,,,,,
6162,ON,Northwestern Health Unit,3549,P9N,91,19,,,,,,
6163,ON,Northwestern Health Unit,3549,P9N,102,21,,,,,,
6164,ON,Northwestern Health Unit,3549,P9N,91,23,,,,,,
6165,ON,Northwestern Health Unit,3549,P9N,92,26,,,,,,
6166,ON,Northwestern Health Unit,3549,P9N,97,27,,,,,,
6167,ON,Northwestern Health Unit,3549,P9N,91,30,,,,,,
6168,ON,Northwestern Health Unit,3549,P9N,90,30,,,,,,
6169,ON,Northwestern Health Unit,3549,P9N,93,30,,,,,,
6170,ON,Northwestern Health Unit,3549,P9N,84,32,,,,,,
6171,ON,Northwestern Health Unit,3549,P9N,82,37,,,,,,
6172,ON,Northwestern Health Unit,3549,P9N,93,41,,,,,,
6173,ON,Northwestern Health Unit,3549,P9N,91,45,,,,,,
6174,ON,Northwestern Health Unit,3549,P9N,112,47,,,,,,
6175,ON,Northwestern Health Unit,3549,P9N,91,59,,,,,,
6176,ON,Northwestern Health Unit,3549,P9N,97,60,,,,,,
6177,ON,Northwestern Health Unit,3549,P9N,96,67,,,,,,
6178,ON,Northwestern Health Unit,3549,P9N,91,80,,,,,,
6179,ON,Northwestern Health Unit,3549,P9N,92,80,,,,,,
6180,ON,Northwestern Health Unit,3549,P9N,93,82,,,,,,
6181,ON,Northwestern Health Unit,3549,P9N,92,94,,,,,,
6182,ON,Northwestern Health Unit,3549,P9N,61,98,,,,,,
6183,ON,Northwestern Health Unit,3549,P9N,99,99,,,,,,
6184,ON,Northwestern Health Unit,3549,P9N,96,103,,,,,,
6185,ON,Northwestern Health Unit,3549,P9N,91,114,,,,,,
6186,ON,Northwestern Health Unit,3549,P9N,102,134,,,,,,
6187,ON,Northwestern Health Unit,3549,P9N,126,147,,,,,,
6188,ON,Northwestern Health Unit,3549,P9N,93,171,,,,,,
6189,ON,Northwestern Health Unit,3549,P9N,98,180,,,,,,
6190,ON,Northwestern Health Unit,3549,P9N,105,260,,,,,,
6191,ON,Northwestern Health Unit,3549,P9N,90,283,,,,,,
6192,ON,Northwestern Health Unit,3549,P9N,99,297,,,,,,
6193,ON,Northwestern Health Unit,3549,P9N,104,447,,,,,,
6194,ON,Northwestern Health Unit,3549,P9N,92,165,,,,,,
6195,ON,Northwestern Health Unit,3549,P0X,95,22,,,,,,
6196,ON,Northwestern Health Unit,3549,P0W,93,138,,,,,,
6197,ON,Northwestern Health Unit,3549,P0W,93,167,,,,,,
6198,ON,Northwestern Health Unit,3549,P0X,91,39,,,,,,
6199,ON,Northwestern Health Unit,3549,P0X,94,57,,,,,,
6200,ON,Northwestern Health Unit,3549,P0V,102,321,,,,,,
6201,ON,Northwestern Health Unit,3549,P0V,92,21,,,,,,
6202,ON,Northwestern Health Unit,3549,P0W,91,16,,,,,,
6203,ON,Northwestern Health Unit,3549,P0W,103,23,,,,,,
6204,ON,Northwestern Health Unit,3549,P0W,98,36,,,,,,
6205,ON,Northwestern Health Unit,3549,P0W,96,191,,,,,,
6206,ON,Northwestern Health Unit,3549,P0W,112,500,,,,,,
6207,ON,Northwestern Health Unit,3549,P0V,92,43,,,,,,
6208,ON,Northwestern Health Unit,3549,P0V,106,128,,,,,,
6209,ON,Northwestern Health Unit,3549,P0V,103,142,,,,,,
6210,ON,Northwestern Health Unit,3549,P0X,93,42,,,,,,
6211,ON,Northwestern Health Unit,3549,P0X,92,98,,,,,,
6212,ON,Northwestern Health Unit,3549,P8T,91,20,,,,,,
6213,ON,Northwestern Health Unit,3549,P8T,89,20,,,,,,
6214,ON,Northwestern Health Unit,3549,P8T,93,20,,,,,,
6215,ON,Northwestern Health Unit,3549,P8T,91,29,,,,,,
6216,ON,Northwestern Health Unit,3549,P8T,96,30,,,,,,
6217,ON,Northwestern Health Unit,3549,P8T,95,55,,,,,,
6218,ON,Northwestern Health Unit,3549,P8T,93,68,,,,,,
6219,ON,Northwestern Health Unit,3549,P8T,94,86,,,,,,
6220,ON,Northwestern Health Unit,3549,P8T,103,232,,,,,,
6221,ON,Northwestern Health Unit,3549,P8T,97,236,,,,,,
6222,ON,Northwestern Health Unit,3549,P0X,92,71,,,,,,
6223,ON,Northwestern Health Unit,3549,P0W,92,73,,,,,,
6224,ON,Northwestern Health Unit,3549,P0W,93,78,,,,,,
6225,ON,Northwestern Health Unit,3549,P0W,98,233,,,,,,
6226,ON,Northwestern Health Unit,3549,P0W,90,14,,,,,,
6227,ON,Northwestern Health Unit,3549,P0W,91,27,,,,,,
6228,ON,Northwestern Health Unit,3549,P0W,85,36,,,,,,
6229,ON,Northwestern Health Unit,3549,P0W,93,44,,,,,,
6230,ON,Northwestern Health Unit,3549,P0W,92,52,,,,,,
6231,ON,Northwestern Health Unit,3549,P0V,100,21,,,,,,
6232,ON,Northwestern Health Unit,3549,P0V,90,38,,,,,,
6233,ON,Northwestern Health Unit,3549,P0V,95,71,,,,,,
6234,ON,Northwestern Health Unit,3549,P0V,113,195,,,,,,
6235,ON,City of Ottawa Health Unit,3551,K0A,90,14,,,,,,
6236,ON,City of Ottawa Health Unit,3551,K0A,113,97,,,,,,
6237,ON,City of Ottawa Health Unit,3551,K0A,91,262,,,,,,
6238,ON,City of Ottawa Health Unit,3551,K1B,93,16,,,,,,
6239,ON,City of Ottawa Health Unit,3551,K1J,90,36,,,,,,
6240,ON,City of Ottawa Health Unit,3551,*,92,14,,,,,,
6241,ON,City of Ottawa Health Unit,3551,*,93,128,,,,,,
6242,ON,City of Ottawa Health Unit,3551,K2K,93,36,,,,,,
6243,ON,City of Ottawa Health Unit,3551,K2K,91,128,,,,,,
6244,ON,City of Ottawa Health Unit,3551,*,99,14,,,,,,
6245,ON,City of Ottawa Health Unit,3551,K2M,95,19,,,,,,
6246,ON,City of Ottawa Health Unit,3551,K2M,92,23,,,,,,
6247,ON,City of Ottawa Health Unit,3551,K2M,94,33,,,,,,
6248,ON,City of Ottawa Health Unit,3551,K2M,91,77,,,,,,
6249,ON,City of Ottawa Health Unit,3551,K2E,92,31,,,,,,
6250,ON,City of Ottawa Health Unit,3551,K2E,123,106,,,,,,
6251,ON,City of Ottawa Health Unit,3551,K2E,91,117,,,,,,
6252,ON,City of Ottawa Health Unit,3551,K2G,92,14,,,,,,
6253,ON,City of Ottawa Health Unit,3551,K2G,91,18,,,,,,
6254,ON,City of Ottawa Health Unit,3551,K2G,91,19,,,,,,
6255,ON,City of Ottawa Health Unit,3551,K2G,98,31,,,,,,
6256,ON,City of Ottawa Health Unit,3551,K2G,90,39,,,,,,
6257,ON,City of Ottawa Health Unit,3551,K2G,101,55,,,,,,
6258,ON,City of Ottawa Health Unit,3551,K2G,91,70,,,,,,
6259,ON,City of Ottawa Health Unit,3551,K2G,93,289,,,,,,
6260,ON,City of Ottawa Health Unit,3551,*,91,58,,,,,,
6261,ON,City of Ottawa Health Unit,3551,K2J,87,18,,,,,,
6262,ON,City of Ottawa Health Unit,3551,K2J,91,32,,,,,,
6263,ON,City of Ottawa Health Unit,3551,K2J,94,61,,,,,,
6264,ON,City of Ottawa Health Unit,3551,K2J,100,94,,,,,,
6265,ON,City of Ottawa Health Unit,3551,K2J,105,188,,,,,,
6266,ON,City of Ottawa Health Unit,3551,K4A,106,19,,,,,,
6267,ON,City of Ottawa Health Unit,3551,K4A,90,168,,,,,,
6268,ON,City of Ottawa Health Unit,3551,K1B,97,85,,,,,,
6269,ON,City of Ottawa Health Unit,3551,K1B,95,104,,,,,,
6270,ON,City of Ottawa Health Unit,3551,K1G,92,16,,,,,,
6271,ON,City of Ottawa Health Unit,3551,K1G,94,22,,,,,,
6272,ON,City of Ottawa Health Unit,3551,K1G,115,66,,,,,,
6273,ON,City of Ottawa Health Unit,3551,K1G,92,105,,,,,,
6274,ON,City of Ottawa Health Unit,3551,K1J,95,460,,,,,,
6275,ON,City of Ottawa Health Unit,3551,*,91,24,,,,,,
6276,ON,City of Ottawa Health Unit,3551,K1N,238,14,,,,,,
6277,ON,City of Ottawa Health Unit,3551,K1N,101,14,,,,,,
6278,ON,City of Ottawa Health Unit,3551,K1N,90,17,,,,,,
6279,ON,City of Ottawa Health Unit,3551,K1N,95,36,,,,,,
6280,ON,City of Ottawa Health Unit,3551,K1N,125,47,,,,,,
6281,ON,City of Ottawa Health Unit,3551,*,91,66,,,,,,
6282,ON,City of Ottawa Health Unit,3551,K1S,90,14,,,,,,
6283,ON,City of Ottawa Health Unit,3551,K1S,98,14,,,,,,
6284,ON,City of Ottawa Health Unit,3551,K1S,91,21,,,,,,
6285,ON,City of Ottawa Health Unit,3551,K1V,90,18,,,,,,
6286,ON,City of Ottawa Health Unit,3551,K1V,100,32,,,,,,
6287,ON,City of Ottawa Health Unit,3551,K1V,103,83,,,,,,
6288,ON,City of Ottawa Health Unit,3551,K1V,92,320,,,,,,
6289,ON,City of Ottawa Health Unit,3551,*,97,18,,,,,,
6290,ON,City of Ottawa Health Unit,3551,*,95,18,,,,,,
6291,ON,City of Ottawa Health Unit,3551,K2B,91,27,,,,,,
6292,ON,City of Ottawa Health Unit,3551,K2B,108,56,,,,,,
6293,ON,City of Ottawa Health Unit,3551,*,91,44,,,,,,
6294,ON,City of Ottawa Health Unit,3551,K2S,92,18,,,,,,
6295,ON,City of Ottawa Health Unit,3551,K2S,109,26,,,,,,
6296,ON,City of Ottawa Health Unit,3551,K2S,91,61,,,,,,
6297,ON,City of Ottawa Health Unit,3551,K2S,93,71,,,,,,
6298,ON,City of Ottawa Health Unit,3551,K0A,92,34,,,,,,
6299,ON,Oxford County Health Unit,3552,N0J,89,14,,,,,,
6300,ON,Oxford County Health Unit,3552,N0J,102,66,,,,,,
6301,ON,Oxford County Health Unit,3552,N0J,90,74,,,,,,
6302,ON,Oxford County Health Unit,3552,N0J,118,102,,,,,,
6303,ON,Oxford County Health Unit,3552,N0J,91,27,,,,,,
6304,ON,Oxford County Health Unit,3552,N0J,92,40,,,,,,
6305,ON,Oxford County Health Unit,3552,N0J,94,85,,,,,,
6306,ON,Oxford County Health Unit,3552,N0J,99,137,,,,,,
6307,ON,Oxford County Health Unit,3552,N0L,91,95,,,,,,
6308,ON,Oxford County Health Unit,3552,N0J,91,35,,,,,,
6309,ON,Oxford County Health Unit,3552,N0J,92,38,,,,,,
6310,ON,Oxford County Health Unit,3552,N0J,94,30,,,,,,
6311,ON,Oxford County Health Unit,3552,N0J,90,187,,,,,,
6312,ON,Oxford County Health Unit,3552,N0J,91,21,,,,,,
6313,ON,Oxford County Health Unit,3552,N0J,99,27,,,,,,
6314,ON,Oxford County Health Unit,3552,N0J,100,73,,,,,,
6315,ON,Oxford County Health Unit,3552,N0J,90,78,,,,,,
6316,ON,Oxford County Health Unit,3552,N0J,97,81,,,,,,
6317,ON,Oxford County Health Unit,3552,N0J,90,117,,,,,,
6318,ON,Oxford County Health Unit,3552,N5C,90,181,,,,,,
6319,ON,Oxford County Health Unit,3552,N5C,112,14,,,,,,
6320,ON,Oxford County Health Unit,3552,N5C,91,14,,,,,,
6321,ON,Oxford County Health Unit,3552,N5C,94,20,,,,,,
6322,ON,Oxford County Health Unit,3552,N5C,91,20,,,,,,
6323,ON,Oxford County Health Unit,3552,N5C,101,24,,,,,,
6324,ON,Oxford County Health Unit,3552,N5C,90,29,,,,,,
6325,ON,Oxford County Health Unit,3552,N5C,90,60,,,,,,
6326,ON,Oxford County Health Unit,3552,N5C,91,73,,,,,,
6327,ON,Oxford County Health Unit,3552,N5C,151,86,,,,,,
6328,ON,Oxford County Health Unit,3552,N5C,131,237,,,,,,
6329,ON,Oxford County Health Unit,3552,N5C,91,303,,,,,,
6330,ON,Oxford County Health Unit,3552,N0M,114,62,,,,,,
6331,ON,Oxford County Health Unit,3552,N0M,91,299,,,,,,
6332,ON,Oxford County Health Unit,3552,N0J,94,361,,,,,,
6333,ON,Oxford County Health Unit,3552,N0J,93,17,,,,,,
6334,ON,Oxford County Health Unit,3552,N0J,91,17,,,,,,
6335,ON,Oxford County Health Unit,3552,N0J,91,22,,,,,,
6336,ON,Oxford County Health Unit,3552,N0J,91,38,,,,,,
6337,ON,Oxford County Health Unit,3552,N0J,97,32,,,,,,
6338,ON,Oxford County Health Unit,3552,N0J,92,33,,,,,,
6339,ON,Oxford County Health Unit,3552,N0J,101,104,,,,,,
6340,ON,Oxford County Health Unit,3552,N5C,97,153,,,,,,
6341,ON,Oxford County Health Unit,3552,N0J,91,22,,,,,,
6342,ON,Oxford County Health Unit,3552,N0J,106,56,,,,,,
6343,ON,Oxford County Health Unit,3552,N0J,122,123,,,,,,
6344,ON,Oxford County Health Unit,3552,N0J,91,133,,,,,,
6345,ON,Oxford County Health Unit,3552,N0J,97,140,,,,,,
6346,ON,Oxford County Health Unit,3552,N0J,97,168,,,,,,
6347,ON,Oxford County Health Unit,3552,N0J,120,14,,,,,,
6348,ON,Oxford County Health Unit,3552,N0J,91,24,,,,,,
6349,ON,Oxford County Health Unit,3552,N0J,91,29,,,,,,
6350,ON,Oxford County Health Unit,3552,N0J,106,364,,,,,,
6351,ON,Oxford County Health Unit,3552,N0J,103,31,,,,,,
6352,ON,Oxford County Health Unit,3552,N0B,98,14,,,,,,
6353,ON,Oxford County Health Unit,3552,N0B,92,91,,,,,,
6354,ON,Oxford County Health Unit,3552,N0B,98,156,,,,,,
6355,ON,Oxford County Health Unit,3552,N0B,91,161,,,,,,
6356,ON,Oxford County Health Unit,3552,N0M,92,250,,,,,,
6357,ON,Oxford County Health Unit,3552,N4G,91,30,,,,,,
6358,ON,Oxford County Health Unit,3552,N4G,102,14,,,,,,
6359,ON,Oxford County Health Unit,3552,N4G,101,14,,,,,,
6360,ON,Oxford County Health Unit,3552,N4G,91,14,,,,,,
6361,ON,Oxford County Health Unit,3552,N4G,94,17,,,,,,
6362,ON,Oxford County Health Unit,3552,N4G,97,33,,,,,,
6363,ON,Oxford County Health Unit,3552,N4G,101,53,,,,,,
6364,ON,Oxford County Health Unit,3552,N4G,90,66,,,,,,
6365,ON,Oxford County Health Unit,3552,N4G,90,68,,,,,,
6366,ON,Oxford County Health Unit,3552,N4G,108,78,,,,,,
6367,ON,Oxford County Health Unit,3552,N4G,92,82,,,,,,
6368,ON,Oxford County Health Unit,3552,N4G,90,172,,,,,,
6369,ON,Oxford County Health Unit,3552,N4G,91,180,,,,,,
6370,ON,Oxford County Health Unit,3552,N4S,105,14,,,,,,
6371,ON,Oxford County Health Unit,3552,N4S,98,14,,,,,,
6372,ON,Oxford County Health Unit,3552,N4S,91,18,,,,,,
6373,ON,Oxford County Health Unit,3552,N4S,92,25,,,,,,
6374,ON,Oxford County Health Unit,3552,N4S,91,27,,,,,,
6375,ON,Oxford County Health Unit,3552,N4S,110,31,,,,,,
6376,ON,Oxford County Health Unit,3552,N4S,93,35,,,,,,
6377,ON,Oxford County Health Unit,3552,N4S,93,36,,,,,,
6378,ON,Oxford County Health Unit,3552,N4S,91,38,,,,,,
6379,ON,Oxford County Health Unit,3552,N4S,92,40,,,,,,
6380,ON,Oxford County Health Unit,3552,N4S,94,56,,,,,,
6381,ON,Oxford County Health Unit,3552,N4S,90,58,,,,,,
6382,ON,Oxford County Health Unit,3552,N4S,134,65,,,,,,
6383,ON,Oxford County Health Unit,3552,N4S,116,69,,,,,,
6384,ON,Oxford County Health Unit,3552,N4S,91,80,,,,,,
6385,ON,Oxford County Health Unit,3552,N4S,92,94,,,,,,
6386,ON,Oxford County Health Unit,3552,N4S,91,102,,,,,,
6387,ON,Oxford County Health Unit,3552,N4S,91,119,,,,,,
6388,ON,Oxford County Health Unit,3552,N4S,92,131,,,,,,
6389,ON,Oxford County Health Unit,3552,N4S,91,147,,,,,,
6390,ON,Oxford County Health Unit,3552,N4S,91,153,,,,,,
6391,ON,Oxford County Health Unit,3552,N4S,90,176,,,,,,
6392,ON,Oxford County Health Unit,3552,N4S,109,193,,,,,,
6393,ON,Oxford County Health Unit,3552,N4S,102,230,,,,,,
6394,ON,Oxford County Health Unit,3552,N4S,92,245,,,,,,
6395,ON,Oxford County Health Unit,3552,N4S,91,358,,,,,,
6396,ON,Oxford County Health Unit,3552,N4S,91,493,,,,,,
6397,ON,Oxford County Health Unit,3552,N4S,88,749,,,,,,
6398,ON,Oxford County Health Unit,3552,N4T,103,69,,,,,,
6399,ON,Oxford County Health Unit,3552,N4T,105,77,,,,,,
6400,ON,Oxford County Health Unit,3552,N4T,94,98,,,,,,
6401,ON,Oxford County Health Unit,3552,N4T,91,146,,,,,,
6402,ON,Oxford County Health Unit,3552,N4T,90,213,,,,,,
6403,ON,Peel Regional Health Unit,3553,L7K,91,19,,,,,,
6404,ON,Peel Regional Health Unit,3553,L7E,92,14,,,,,,
6405,ON,Peel Regional Health Unit,3553,L7E,91,28,,,,,,
6406,ON,Peel Regional Health Unit,3553,L7E,102,57,,,,,,
6407,ON,Peel Regional Health Unit,3553,L6Z,96,75,,,,,,
6408,ON,Peel Regional Health Unit,3553,L7A,93,22,,,,,,
6409,ON,Peel Regional Health Unit,3553,L6P,91,14,,,,,,
6410,ON,Peel Regional Health Unit,3553,L6P,93,18,,,,,,
6411,ON,Peel Regional Health Unit,3553,L6P,91,27,,,,,,
6412,ON,Peel Regional Health Unit,3553,L6P,98,31,,,,,,
6413,ON,Peel Regional Health Unit,3553,L6R,93,14,,,,,,
6414,ON,Peel Regional Health Unit,3553,L6R,90,18,,,,,,
6415,ON,Peel Regional Health Unit,3553,L6R,155,23,,,,,,
6416,ON,Peel Regional Health Unit,3553,L6S,175,14,,,,,,
6417,ON,Peel Regional Health Unit,3553,L6S,96,14,,,,,,
6418,ON,Peel Regional Health Unit,3553,L6S,105,15,,,,,,
6419,ON,Peel Regional Health Unit,3553,*,90,14,,,,,,
6420,ON,Peel Regional Health Unit,3553,L6V,92,24,,,,,,
6421,ON,Peel Regional Health Unit,3553,L6V,99,77,,,,,,
6422,ON,Peel Regional Health Unit,3553,L6W,91,67,,,,,,
6423,ON,Peel Regional Health Unit,3553,L6W,91,102,,,,,,
6424,ON,Peel Regional Health Unit,3553,L6X,95,14,,,,,,
6425,ON,Peel Regional Health Unit,3553,L6X,89,14,,,,,,
6426,ON,Peel Regional Health Unit,3553,L6X,95,107,,,,,,
6427,ON,Peel Regional Health Unit,3553,L6Y,95,22,,,,,,
6428,ON,Peel Regional Health Unit,3553,L6Y,116,28,,,,,,
6429,ON,Peel Regional Health Unit,3553,L6Y,92,67,,,,,,
6430,ON,Peel Regional Health Unit,3553,L6Y,93,186,,,,,,
6431,ON,Peel Regional Health Unit,3553,L6Z,95,20,,,,,,
6432,ON,Peel Regional Health Unit,3553,L7A,91,15,,,,,,
6433,ON,Peel Regional Health Unit,3553,L7A,90,76,,,,,,
6434,ON,Peel Regional Health Unit,3553,L7A,91,84,,,,,,
6435,ON,Peel Regional Health Unit,3553,L7K,91,43,,,,,,
6436,ON,Peel Regional Health Unit,3553,L4T,92,14,,,,,,
6437,ON,Peel Regional Health Unit,3553,L4T,101,14,,,,,,
6438,ON,Peel Regional Health Unit,3553,L4W,64,14,,,,,,
6439,ON,Peel Regional Health Unit,3553,L4W,91,14,,,,,,
6440,ON,Peel Regional Health Unit,3553,L4W,92,17,,,,,,
6441,ON,Peel Regional Health Unit,3553,*,91,30,,,,,,
6442,ON,Peel Regional Health Unit,3553,L4Y,90,27,,,,,,
6443,ON,Peel Regional Health Unit,3553,L4Y,90,57,,,,,,
6444,ON,Peel Regional Health Unit,3553,*,91,14,,,,,,
6445,ON,Peel Regional Health Unit,3553,L5A,130,14,,,,,,
6446,ON,Peel Regional Health Unit,3553,L5A,130,151,,,,,,
6447,ON,Peel Regional Health Unit,3553,L5B,91,37,,,,,,
6448,ON,Peel Regional Health Unit,3553,L5B,91,61,,,,,,
6449,ON,Peel Regional Health Unit,3553,*,92,14,,,,,,
6450,ON,Peel Regional Health Unit,3553,*,92,23,,,,,,
6451,ON,Peel Regional Health Unit,3553,L5G,110,15,,,,,,
6452,ON,Peel Regional Health Unit,3553,L5G,114,22,,,,,,
6453,ON,Peel Regional Health Unit,3553,*,91,42,,,,,,
6454,ON,Peel Regional Health Unit,3553,L5J,91,14,,,,,,
6455,ON,Peel Regional Health Unit,3553,L5J,91,29,,,,,,
